n,location,OLS,Lasso
1000,0.1,0,16.0006257512855
1000,0.2,0,16.93226916949866
1000,0.3,0,18.921468221631983
1000,0.4,0,15.99630839983698
1000,0.5,0,15.502652201766663
1000,0.6,0,16.158787862802836
1000,0.7000000000000001,0,14.45629990826367
1000,0.8,0,17.79928986135633
1000,0.9,0,13.507607313370606
