n,location,Simple,OLS,Lasso
1000,0.1,0,0,0.0028540439668959
1000,0.2,0,0,0.0020920869560961
1000,0.3,0,0,-0.0012090135520868
1000,0.4,0,0,0.0001131240755861
1000,0.5,0,0,0.0018250385998237
1000,0.6,0,0,0.0036580755239195
1000,0.7000000000000001,0,0,0.0061673690794919
1000,0.8,0,0,0.0039126274889675
1000,0.9,0,0,0.0051036636474303
