n,location,Simple,OLS,Lasso
500,0.1,0,0,0.0008340741941201
500,0.2,0,0,0.0006583814800069
500,0.3,0,0,0.0004390612159722
500,0.4,0,0,-0.0015574637889777
500,0.5,0,0,0.00014937570398
500,0.6,0,0,0.0003475601129275
500,0.7000000000000001,0,0,0.0036078313568317
500,0.8,0,0,0.0050566336999912
500,0.9,0,0,0.0045247927455993
