n,location,Simple,OLS,Lasso
5000,0.1,0,0,0.0033536420170215
5000,0.2,0,0,0.0006257464649188
5000,0.3,0,0,-0.0020902098146249
5000,0.4,0,0,-0.0009638980565387
5000,0.5,0,0,-0.0003228265581708
5000,0.6,0,0,0.0014655489217695
5000,0.7000000000000001,0,0,0.0049675029664935
5000,0.8,0,0,0.0034694368726455
5000,0.9,0,0,0.0035242938670386
