n,location,OLS,Lasso
5000,0.1,0,27.80632847966934
5000,0.2,0,31.362225156213206
5000,0.3,0,21.19463319953223
5000,0.4,0,20.7240831386008
5000,0.5,0,22.800317480137444
5000,0.6,0,26.702814817410623
5000,0.7000000000000001,0,18.47903901848604
5000,0.8,0,20.022344478980536
5000,0.9,0,17.844527191611437
