location,dte_ra,ci_lower,ci_upper
179,0.0022013262686200186,0.00018889449788165192,0.004213758039358385
180,0.002284920140670943,0.0003044067035990984,0.0042654335777427875
181,0.0022217221644770246,0.0002968283647803865,0.004146615964173663
182,0.002211498420721103,0.0003108484049654883,0.004112148436476718
183,0.0020943578440839605,0.00024298942595660624,0.003945726262211315
184,0.0020656355880875887,0.00019257660301014797,0.00393869457316503
185,0.0021668482269049383,0.00037499615379864336,0.003958700300011234
186,0.0021271997950439436,0.00036907591769770294,0.0038853236723901843
187,0.0020395126826211474,0.0002900668224979396,0.003788958542744355
188,0.0019390551217846053,0.00013373805668015775,0.003744372186889053
189,0.0018751950408446572,8.112536083798908e-05,0.003669264720851325
190,0.0019298830517030519,0.00020975240034616454,0.003650013703059939
191,0.0020048492673064855,0.00024541068474611934,0.0037642878498668516
192,0.0019131083380279357,0.00016282190207826566,0.0036633947739776055
193,0.0018392526081580929,0.00011245057443913368,0.0035660546418770523
194,0.0016556025410543462,-9.149836118044923e-05,0.0034027034432891415
195,0.001592107132812437,-0.00017439271265790209,0.003358606978282776
196,0.0015531706814556623,-0.00014827558863361734,0.003254616951544942
197,0.0015865774561788504,-0.00010499301617639687,0.0032781479285340976
198,0.0015963477192444397,-6.881841310204802e-05,0.0032615138515909277
199,0.0015165886680401641,-0.00017126472539484463,0.003204442061475173
200,0.001363296882204601,-0.00028410941818982375,0.0030107031825990257
