n,location,Simple,OLS,Lasso
5000,0.1,0.0086838500140615,0,0.0062691901544698
5000,0.2,0.0100515820554071,0,0.0068991822594288
5000,0.3,0.0115596811610002,0,0.0091096491398908
5000,0.4,0.0121282645503735,0,0.0096147929216846
5000,0.5,0.0126908769156124,0,0.0097973166878393
5000,0.6,0.0126141428179125,0,0.0092458116204416
5000,0.7000000000000001,0.0116122962788863,0,0.0094664555185687
5000,0.8,0.0114652228187356,0,0.0091696164106857
5000,0.9,0.0089661172450523,0,0.0073661560152272
