location,dte_ra,ci_lower,ci_upper
0,0.00036899572165814297,-0.0015775574170539361,0.002315548860370222
1,4.263881585781556e-05,-0.002306962783744458,0.002392240415460089
2,-0.0004094292426473217,-0.0029832642161232675,0.002164405730828624
3,-0.0008276029658458115,-0.003481032141158225,0.001825826209466602
4,-0.000804338883625787,-0.003826987991498618,0.002218310224247044
5,-0.001469258246598177,-0.004835546469599478,0.0018970299764031239
6,-0.0019505320071880987,-0.005593870801266845,0.001692806786890648
7,-0.001741143123343173,-0.006007178135127636,0.0025248918884412897
8,-0.0012242557800084472,-0.005830257033136189,0.003381745473119295
9,-0.001547375539924855,-0.006583769374095151,0.0034890182942454414
10,-0.002350631683434967,-0.0077965609140851514,0.003095297547215217
11,-0.0016927051091330733,-0.007575289762421568,0.004189879544155422
12,0.0008670362909720883,-0.005892003730766911,0.007626076312711088
13,0.004203109189714366,-0.003337054968436075,0.011743273347864807
14,0.0048381189401129066,-0.0034622871229642565,0.01313852500319007
15,0.005589477044271651,-0.0039041530378701225,0.015083107126413425
16,0.005702933361528467,-0.004994994912360183,0.016400861635417117
17,0.006670512138017365,-0.005014397435207738,0.018355421711242468
18,0.009038709584752225,-0.0038605653403018057,0.021937984509806253
19,0.009848199063971108,-0.004496908014737573,0.02419330614267979
20,0.012200805274093868,-0.005169409881245986,0.02957102042943372
21,0.012949307092044782,-0.004959996070053329,0.030858610254142892
22,0.013088955454551077,-0.005522640814669542,0.031700551723771696
23,0.010682316824373317,-0.00890261234831425,0.030267245997060883
24,0.010477224489821912,-0.008893018758152349,0.029847467737796174
25,0.013978363560817941,-0.005856663749567097,0.033813390871202983
26,0.01527069778711071,-0.0052592893527943115,0.03580068492701573
27,0.014609820597423218,-0.006494931544122826,0.03571457273896926
28,0.02150240054917324,0.0014578361260951626,0.04154696497225131
29,0.023265439739266758,0.0027350555284827924,0.04379582395005072
30,0.025897585031730008,0.005310400018223933,0.04648477004523609
31,0.024656935561943816,0.003984457069556389,0.045329414054331246
32,0.024004653720918312,0.004109901654934078,0.043899405786902546
33,0.02418366962655183,0.004046735915158889,0.04432060333794477
34,0.02338546499068961,0.002774547893705362,0.043996382087673855
35,0.025036161378540256,0.004730861566449942,0.045341461190630566
36,0.026399760251274662,0.005457055222577108,0.04734246527997221
37,0.02712513818806117,0.00669019873268039,0.04756007764344195
38,0.027235902645177057,0.006751054283749662,0.04772075100660445
39,0.027353468617911214,0.0068359117782349,0.04787102545758753
40,0.027487470171258965,0.00659336239504333,0.0483815779474746
41,0.027462267171293853,0.0063686565299750295,0.048555877812612676
42,0.02680067576416023,0.005194377288775007,0.04840697423954546
43,0.027934106182426754,0.005965561895934484,0.04990265046891902
44,0.0277285874553157,0.006299285355725704,0.0491578895549057
45,0.028015352367326996,0.007018165758331897,0.049012538976322094
46,0.028380587207365915,0.007708508817726268,0.049052665597005565
47,0.028418348418066897,0.007616478324889139,0.049220218511244654
48,0.027430136637811464,0.006479446041533193,0.048380827234089735
49,0.026554347689963675,0.005982775039432991,0.04712592034049436
50,0.025755453222930713,0.005429034329848526,0.046081872116012904
51,0.026690319756501824,0.005914701703814366,0.047465937809189285
52,0.02541013539371406,0.004283961158946265,0.04653630962848186
53,0.02421564622953698,0.003317565336380914,0.04511372712269304
54,0.02389445036826232,0.0024747389517738826,0.045314161784750756
55,0.019506077984554837,-0.0010180715823782625,0.04003022755148794
56,0.019758673802443116,-0.00013693301603201133,0.03965428062091825
57,0.01913999114605991,-0.0013453290760283843,0.0396253113681482
58,0.018313885544695152,-0.002053220894121712,0.03868099198351202
59,0.017183002966290495,-0.0033845214735715064,0.03775052740615249
60,0.01595849787293513,-0.004695645849241835,0.03661264159511209
61,0.015858333283781167,-0.004425048445786818,0.03614171501334915
62,0.01589303068627712,-0.004551380764683616,0.03633744213723786
63,0.015123796010733215,-0.004846766502441351,0.035094358523907784
64,0.015504530979491449,-0.004117337294536748,0.035126399253519645
65,0.015493840066500675,-0.004148860969911097,0.03513654110291245
66,0.015217514275929767,-0.005111039709578043,0.03554606826143758
67,0.01504088864981823,-0.005242424455484666,0.035324201755121125
68,0.013881258959963616,-0.006299568541494716,0.03406208646142195
69,0.012453771599125418,-0.007703180246925834,0.03261072344517667
70,0.012671154334462642,-0.007138785117173377,0.03248109378609866
71,0.012906719871021655,-0.006209018009362983,0.03202245775140629
72,0.013073651383871732,-0.006415908285071794,0.03256321105281526
73,0.012530267985187638,-0.006885723813967248,0.031946259784342526
74,0.012832541532477815,-0.006886466069452358,0.032551549134407984
75,0.012397668324026112,-0.007715604174348006,0.03251094082240023
76,0.012605048123276119,-0.007033498650018486,0.03224359489657072
77,0.011364147981024142,-0.008503797057851092,0.031232093019899376
78,0.010772305473990218,-0.00879087272040233,0.030335483668382766
79,0.010113204609872528,-0.009647253138693693,0.02987366235843875
80,0.00707144698759854,-0.010507531661366046,0.024650425636563125
81,0.0068419852096777145,-0.010325193471674314,0.024009163891029743
82,0.007077800752781305,-0.010093575006995644,0.024249176512558254
83,0.006935268697321528,-0.010386247078569368,0.024256784473212424
84,0.0067098069191599,-0.010724974866572957,0.024144588704892757
85,0.006277743097389932,-0.011477486111708752,0.024032972306488615
86,0.005317139075107669,-0.012365034246198326,0.022999312396413663
87,0.0048797702040720425,-0.012310209806886234,0.02206975021503032
88,0.004409261599419012,-0.012839380044067802,0.021657903242905827
89,0.004394025702063931,-0.013240833491651654,0.022028884895779515
90,0.004412420633497893,-0.012948443812416936,0.021773285079412723
91,0.004168951960776379,-0.013166200849507266,0.021504104771060024
92,0.003984744806553198,-0.012957222533256207,0.020926712146362603
93,0.00405039531794793,-0.012985687065618975,0.021086477701514835
94,0.003845368413257999,-0.013218167485082265,0.020908904311598264
95,0.003397296274669559,-0.013730360518122157,0.020524953067461275
96,0.0032703482572763454,-0.013746584906655104,0.020287281421207795
97,0.002247289201569802,-0.014823635267951173,0.019318213671090777
98,0.002296122510287435,-0.014835351726606244,0.019427596747181114
99,0.0020830920212863147,-0.015182013719169846,0.019348197761742476
100,0.0021595561924256934,-0.015155889159687581,0.019475001544538968
101,0.0018408176218032146,-0.01586845857873433,0.01955009382234076
102,0.0013422956800401842,-0.016212999665634897,0.018897591025715265
103,0.001313051747931171,-0.0161990643389911,0.018825167834853444
104,0.0013430691307091402,-0.01644330367292616,0.01912944193434444
105,0.0010539611287225803,-0.016655558639894184,0.018763480897339344
106,0.0008833915230797018,-0.016852986285051032,0.018619769331210435
107,0.0005478376250686035,-0.017015779260815888,0.018111454510953095
108,0.0005994830585772659,-0.016828687003208057,0.01802765312036259
109,0.0009554358178475164,-0.016614037697653104,0.018524909333348136
110,0.001337016792167467,-0.016489109971010395,0.01916314355534533
111,0.0008897509871739206,-0.016904814428870284,0.018684316403218125
112,0.0011656244697162421,-0.016407995421679762,0.018739244361112246
113,0.0012340835067774503,-0.016336935745244297,0.018805102758799198
114,0.0014635096593265118,-0.016037373251730252,0.018964392570383275
115,0.001709753422223348,-0.015874006332118256,0.019293513176564952
116,0.0019539945453173058,-0.01576009478341022,0.019668083874044832
117,0.0016548820592681146,-0.015930620423036657,0.019240384541572886
118,0.0016392599442234257,-0.015670164749612518,0.01894868463805937
119,0.0013253321532719076,-0.016376560234479864,0.01902722454102368
120,0.0011911878041444002,-0.01677608999060329,0.01915846559889209
121,0.00119038071879074,-0.01638301531186443,0.01876377674944591
122,0.0006778524704617039,-0.01691892343981939,0.0182746283807428
123,0.0003134753764404419,-0.01693261046126582,0.017559561214146705
124,0.00014569896407279348,-0.017127560921106566,0.017418958849252153
125,-4.9706951721573134e-05,-0.017325648010464614,0.017226234107021468
126,-0.00024911420487339075,-0.017567941248683727,0.017069712838936945
127,-0.0005482271288523854,-0.017600232523086717,0.016503778265381946
128,-0.00038406564697124335,-0.01768460229530765,0.016916471001365164
129,-0.0005518415677223665,-0.017496771215599935,0.016393088080155202
130,-0.0007344331773109225,-0.017681689455236307,0.016212823100614462
131,-0.0006967977930942837,-0.017534410918443245,0.016140815332254678
132,-0.0010335448303465666,-0.017900879386085877,0.015833789725392743
133,-0.0006451532375557623,-0.017680639425480538,0.016390332950369013
134,-0.0009522703619961881,-0.01780680064406445,0.015902259920072073
135,-0.000986708811812953,-0.017729757900743576,0.01575634027711767
136,-0.001114042173714913,-0.017813996842718678,0.015585912495288852
137,-0.0012858205406559575,-0.01810890987191638,0.015537268790604464
138,-0.0011977353578103145,-0.017786596679935023,0.015391125964314394
139,-0.001143282605536422,-0.017936621434270994,0.01565005622319815
140,-0.0013466927896097491,-0.01810919419086216,0.015415808611642663
141,-0.0014760271010730852,-0.018230980173325365,0.015278925971179195
142,-0.0010283737731798803,-0.017879215390564567,0.015822467844204807
143,-0.0009442915326299817,-0.01751176438767576,0.015623181322415795
144,-0.0009511013581070538,-0.017465919768698938,0.01556371705248483
145,-0.0011268822017047597,-0.017487492606017455,0.015233728202607936
146,-0.0013302929072380731,-0.017792619451556864,0.015132033637080718
147,-1.6797984194072413e-05,-0.014200088336043372,0.014166492367655227
148,-0.00011650146762509639,-0.013944161057787069,0.013711158122536876
149,-0.0004996963027597001,-0.014386974114198176,0.013387581508678775
150,-0.0005105086267079839,-0.014384583264082993,0.013363566010667025
151,-0.0007475503962871555,-0.014592685351599006,0.013097584559024695
152,-0.0007415458643680317,-0.014814748371496031,0.013331656642759968
153,-0.000902511428691799,-0.014816707561750778,0.01301168470436718
154,-0.0008076159048080456,-0.014859680176287205,0.013244448366671114
155,-0.0005901954148094246,-0.014538221668767023,0.013357830839148174
156,-0.0005693759615758021,-0.01482762611520155,0.013688874192049946
157,-0.0005485558886900721,-0.014620542659322429,0.013523430881942284
158,-0.0005613694052982732,-0.014521539843812449,0.013398801033215902
159,-0.0006927049570525368,-0.014962642427724425,0.013577232513619352
160,-0.0008092249800303319,-0.014947191738673163,0.013328741778612499
161,-0.0007143285684878542,-0.014956028970401606,0.013527371833425898
162,-0.000995816948231476,-0.015185797427699453,0.013194163531236501
163,-0.0010214442567427762,-0.014976805391961794,0.012933916878476242
164,-0.001076701904710542,-0.015037526565682975,0.012884122756261891
165,-0.0016643468191318567,-0.015338965468955487,0.012010271830691773
166,-0.002779321840007287,-0.013269400728528231,0.007710757048513657
167,-0.00238211683728462,-0.012653477464047705,0.007889243789478464
168,-0.001691647797045781,-0.012021546249248978,0.008638250655157416
169,-0.0015671215368583402,-0.011865183810844842,0.008730940737128162
170,-0.001774533545750745,-0.012115420731228645,0.008566353639727155
171,-0.0018762384151663758,-0.01225231167046033,0.008499834840127578
172,-0.0019759421114623477,-0.012397845907656807,0.008445961684732111
173,-0.00209446295615201,-0.012574584689077085,0.008385658776773065
174,-0.001969928659194653,-0.012524588017925628,0.008584730699536322
175,-0.0020420030769253694,-0.01242807164688115,0.008344065493030411
176,-0.0022000052551734983,-0.01243288459049744,0.008032874080150444
177,-0.0021071108049871556,-0.012031567094170775,0.007817345484196464
178,-0.002105108441080472,-0.012214613748327208,0.008004396866166264
179,-0.0020418440687826056,-0.012236535073061069,0.008152846935495858
180,-0.0019953960549132788,-0.012217224152372677,0.00822643204254612
181,-0.002037839049135459,-0.012160038170540474,0.008084360072269555
182,-0.002065468021071548,-0.012203087133861486,0.00807215109171839
183,-0.0022136197529615265,-0.012313898991877101,0.007886659485954049
184,0.0018522810604684192,-0.0015037093501844051,0.005208271471121243
185,0.0019155449546351955,-0.0013801174920189123,0.005211207401289303
186,0.0019047332965727026,-0.001362773009582192,0.005172239602727597
187,0.001830658810320518,-0.001421144654777405,0.005082462275418441
188,0.0017121386257672455,-0.0015106146549085167,0.004934891906443008
189,0.0016380634496749868,-0.001601862016734167,0.004877988916084141
190,0.0018948876532334236,-0.0012802205595448678,0.0050699958660117145
191,0.0019581520239116967,-0.001262499309765494,0.005178803357588887
192,0.0018988917717811526,-0.001314453444810295,0.0051122369883726
193,0.0018248172420989306,-0.001357228079899808,0.005006862564097669
194,0.0016470350947416224,-0.0015276182086906144,0.0048216883981738595
195,0.0015729602746621385,-0.00162364465940051,0.004769565208724787
196,0.0013705127141314666,-0.0012695408861513402,0.004010566314414273
197,0.0014169606041529725,-0.0012359954742279986,0.004069916682533944
198,0.0014337786951795772,-0.0012226700037414862,0.004090227394100641
199,0.0013300732165243412,-0.0013063498453116896,0.003966496278360372
200,0.0012263672486190202,-0.0014173982645672837,0.003870132761805324
