n,location,OLS,Lasso
500,0.1,0,9.85863636369796
500,0.2,0,7.348277159571248
500,0.3,0,6.140688804921934
500,0.4,0,4.654460050572906
500,0.5,0,2.944593649349858
500,0.6,0,2.9243928989350687
500,0.7000000000000001,0,4.791090066121373
500,0.8,0,0.6894514184421441
500,0.9,0,-1.9876685895224844
