n,location,Simple,OLS,Lasso
500,0.1,0.0278543283470436,0,0.0251082714037581
500,0.2,0.0315916383927906,0,0.0292701972444388
500,0.3,0.0351697652929398,0,0.0330100994528789
500,0.4,0.0373878333703481,0,0.0356476316023504
500,0.5,0.0416726347406535,0,0.0404455449845635
500,0.6,0.0404628443710761,0,0.0392795518235812
500,0.7000000000000001,0.0410566636599521,0,0.0390896019258592
500,0.8,0.0332157851627796,0,0.0329867784608282
500,0.9,0.0240865519980678,0,0.0245653128264324
